value,flagInfo,parameter,period,coordinates,summary,coverage
179.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T03:30:00Z', 'local': '2016-12-06T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T04:30:00Z', 'local': '2016-12-06T10:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T03:30:00Z', 'local': '2016-12-06T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T04:30:00Z', 'local': '2016-12-06T10:00:00+05:30'}}"
195.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T04:30:00Z', 'local': '2016-12-06T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T05:30:00Z', 'local': '2016-12-06T11:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T04:30:00Z', 'local': '2016-12-06T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T05:30:00Z', 'local': '2016-12-06T11:00:00+05:30'}}"
232.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T05:30:00Z', 'local': '2016-12-06T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T06:30:00Z', 'local': '2016-12-06T12:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T05:30:00Z', 'local': '2016-12-06T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T06:30:00Z', 'local': '2016-12-06T12:00:00+05:30'}}"
289.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T06:30:00Z', 'local': '2016-12-06T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T07:30:00Z', 'local': '2016-12-06T13:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T06:30:00Z', 'local': '2016-12-06T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T07:30:00Z', 'local': '2016-12-06T13:00:00+05:30'}}"
377.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T07:30:00Z', 'local': '2016-12-06T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T08:30:00Z', 'local': '2016-12-06T14:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T07:30:00Z', 'local': '2016-12-06T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T08:30:00Z', 'local': '2016-12-06T14:00:00+05:30'}}"
419.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T08:30:00Z', 'local': '2016-12-06T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T09:30:00Z', 'local': '2016-12-06T15:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T08:30:00Z', 'local': '2016-12-06T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T09:30:00Z', 'local': '2016-12-06T15:00:00+05:30'}}"
424.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T09:30:00Z', 'local': '2016-12-06T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T10:30:00Z', 'local': '2016-12-06T16:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T09:30:00Z', 'local': '2016-12-06T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T10:30:00Z', 'local': '2016-12-06T16:00:00+05:30'}}"
425.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T10:30:00Z', 'local': '2016-12-06T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T11:30:00Z', 'local': '2016-12-06T17:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T10:30:00Z', 'local': '2016-12-06T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T11:30:00Z', 'local': '2016-12-06T17:00:00+05:30'}}"
420.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T11:30:00Z', 'local': '2016-12-06T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T12:30:00Z', 'local': '2016-12-06T18:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T11:30:00Z', 'local': '2016-12-06T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T12:30:00Z', 'local': '2016-12-06T18:00:00+05:30'}}"
415.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T12:30:00Z', 'local': '2016-12-06T18:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T13:30:00Z', 'local': '2016-12-06T19:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T12:30:00Z', 'local': '2016-12-06T18:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T13:30:00Z', 'local': '2016-12-06T19:00:00+05:30'}}"
411.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T13:30:00Z', 'local': '2016-12-06T19:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T14:30:00Z', 'local': '2016-12-06T20:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T13:30:00Z', 'local': '2016-12-06T19:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T14:30:00Z', 'local': '2016-12-06T20:00:00+05:30'}}"
396.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T14:30:00Z', 'local': '2016-12-06T20:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T15:30:00Z', 'local': '2016-12-06T21:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T14:30:00Z', 'local': '2016-12-06T20:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T15:30:00Z', 'local': '2016-12-06T21:00:00+05:30'}}"
382.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T15:30:00Z', 'local': '2016-12-06T21:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T16:30:00Z', 'local': '2016-12-06T22:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T15:30:00Z', 'local': '2016-12-06T21:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T16:30:00Z', 'local': '2016-12-06T22:00:00+05:30'}}"
375.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T16:30:00Z', 'local': '2016-12-06T22:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T17:30:00Z', 'local': '2016-12-06T23:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T16:30:00Z', 'local': '2016-12-06T22:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T17:30:00Z', 'local': '2016-12-06T23:00:00+05:30'}}"
376.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T17:30:00Z', 'local': '2016-12-06T23:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T18:30:00Z', 'local': '2016-12-07T00:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T17:30:00Z', 'local': '2016-12-06T23:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T18:30:00Z', 'local': '2016-12-07T00:00:00+05:30'}}"
370.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T18:30:00Z', 'local': '2016-12-07T00:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T19:30:00Z', 'local': '2016-12-07T01:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T18:30:00Z', 'local': '2016-12-07T00:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T19:30:00Z', 'local': '2016-12-07T01:00:00+05:30'}}"
359.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T19:30:00Z', 'local': '2016-12-07T01:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T20:30:00Z', 'local': '2016-12-07T02:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T19:30:00Z', 'local': '2016-12-07T01:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T20:30:00Z', 'local': '2016-12-07T02:00:00+05:30'}}"
346.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T20:30:00Z', 'local': '2016-12-07T02:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T21:30:00Z', 'local': '2016-12-07T03:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T20:30:00Z', 'local': '2016-12-07T02:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T21:30:00Z', 'local': '2016-12-07T03:00:00+05:30'}}"
295.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T21:30:00Z', 'local': '2016-12-07T03:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T22:30:00Z', 'local': '2016-12-07T04:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T21:30:00Z', 'local': '2016-12-07T03:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T22:30:00Z', 'local': '2016-12-07T04:00:00+05:30'}}"
244.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T22:30:00Z', 'local': '2016-12-07T04:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T23:30:00Z', 'local': '2016-12-07T05:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T22:30:00Z', 'local': '2016-12-07T04:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-06T23:30:00Z', 'local': '2016-12-07T05:00:00+05:30'}}"
224.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-06T23:30:00Z', 'local': '2016-12-07T05:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T00:30:00Z', 'local': '2016-12-07T06:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-06T23:30:00Z', 'local': '2016-12-07T05:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T00:30:00Z', 'local': '2016-12-07T06:00:00+05:30'}}"
226.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T00:30:00Z', 'local': '2016-12-07T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T01:30:00Z', 'local': '2016-12-07T07:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T00:30:00Z', 'local': '2016-12-07T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T01:30:00Z', 'local': '2016-12-07T07:00:00+05:30'}}"
220.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T01:30:00Z', 'local': '2016-12-07T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T02:30:00Z', 'local': '2016-12-07T08:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T01:30:00Z', 'local': '2016-12-07T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T02:30:00Z', 'local': '2016-12-07T08:00:00+05:30'}}"
212.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T02:30:00Z', 'local': '2016-12-07T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T03:30:00Z', 'local': '2016-12-07T09:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T02:30:00Z', 'local': '2016-12-07T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T03:30:00Z', 'local': '2016-12-07T09:00:00+05:30'}}"
217.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T03:30:00Z', 'local': '2016-12-07T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T04:30:00Z', 'local': '2016-12-07T10:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T03:30:00Z', 'local': '2016-12-07T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T04:30:00Z', 'local': '2016-12-07T10:00:00+05:30'}}"
238.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T04:30:00Z', 'local': '2016-12-07T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T05:30:00Z', 'local': '2016-12-07T11:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T04:30:00Z', 'local': '2016-12-07T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T05:30:00Z', 'local': '2016-12-07T11:00:00+05:30'}}"
278.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T05:30:00Z', 'local': '2016-12-07T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T06:30:00Z', 'local': '2016-12-07T12:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T05:30:00Z', 'local': '2016-12-07T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T06:30:00Z', 'local': '2016-12-07T12:00:00+05:30'}}"
406.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T06:30:00Z', 'local': '2016-12-07T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T07:30:00Z', 'local': '2016-12-07T13:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T06:30:00Z', 'local': '2016-12-07T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T07:30:00Z', 'local': '2016-12-07T13:00:00+05:30'}}"
366.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T07:30:00Z', 'local': '2016-12-07T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T08:30:00Z', 'local': '2016-12-07T14:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T07:30:00Z', 'local': '2016-12-07T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T08:30:00Z', 'local': '2016-12-07T14:00:00+05:30'}}"
303.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T08:30:00Z', 'local': '2016-12-07T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T09:30:00Z', 'local': '2016-12-07T15:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T08:30:00Z', 'local': '2016-12-07T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T09:30:00Z', 'local': '2016-12-07T15:00:00+05:30'}}"
249.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T09:30:00Z', 'local': '2016-12-07T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T10:30:00Z', 'local': '2016-12-07T16:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T09:30:00Z', 'local': '2016-12-07T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T10:30:00Z', 'local': '2016-12-07T16:00:00+05:30'}}"
249.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T10:30:00Z', 'local': '2016-12-07T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T11:30:00Z', 'local': '2016-12-07T17:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T10:30:00Z', 'local': '2016-12-07T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T11:30:00Z', 'local': '2016-12-07T17:00:00+05:30'}}"
,{'hasFlags': True},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T11:30:00Z', 'local': '2016-12-07T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T12:30:00Z', 'local': '2016-12-07T18:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T11:30:00Z', 'local': '2016-12-07T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T12:30:00Z', 'local': '2016-12-07T18:00:00+05:30'}}"
183.5,{'hasFlags': True},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T12:30:00Z', 'local': '2016-12-07T18:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T13:30:00Z', 'local': '2016-12-07T19:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T12:30:00Z', 'local': '2016-12-07T18:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T13:30:00Z', 'local': '2016-12-07T19:00:00+05:30'}}"
201.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T13:30:00Z', 'local': '2016-12-07T19:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T14:30:00Z', 'local': '2016-12-07T20:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T13:30:00Z', 'local': '2016-12-07T19:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T14:30:00Z', 'local': '2016-12-07T20:00:00+05:30'}}"
224.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T14:30:00Z', 'local': '2016-12-07T20:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T15:30:00Z', 'local': '2016-12-07T21:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T14:30:00Z', 'local': '2016-12-07T20:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T15:30:00Z', 'local': '2016-12-07T21:00:00+05:30'}}"
283.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-07T15:30:00Z', 'local': '2016-12-07T21:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T16:30:00Z', 'local': '2016-12-07T22:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-07T15:30:00Z', 'local': '2016-12-07T21:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-07T16:30:00Z', 'local': '2016-12-07T22:00:00+05:30'}}"
